Depth,DepthTo,HorizonNum,Matrix,Mottle_1,Humose,Roots,BoundaryDistinct_Text,BoundaryDistinct_Percent,BoundaryDistinct,Total_Nitrogen,pH_H2O,Exchangeable_K,Exchangeable_Mg,BaseSaturation,TextureClass,series_id,BoundaryShape_Text,BoundaryShape_Description,StoneAbundance_Text,StoneAbundance_Percent,StoneAbundance,StoneSize_Text,StoneSize_Description,StoneSize,OrganicCarbon,CEC,Exchangeable_Ca,StoneShape_Text,StructureType_Text,Sand,Silt,Clay,Plasticity_Text,Plasticity_Description,StructureGrade_Text,StructureSize_Text,StructureSize_Percent,StructureSize,RootSize_Description,RootSize_Text,RootSize,RootAbundance_Text,RootAbundance_NumPer100,RootAbundance,CaCO3_Percent,CaCO3_Text,Stickiness_Text,Stickiness_Description,StructureStrength_Text,StructureStrength_Description,PackingDensity_Text,PackingDensity_Percent,PackingDensity,Total_Carbon,LossOnIgnition,Exchangeable_Na,StoneType_Text,MottleAbundanceText1,MottleAbundancePercent1,MottleAbundance1,MottleSharpnessText1,MottleSharpnessPercent1,MottleSharpness1,MottleSizeText1,MottleSizePercent1,MottleSize1,MottleContrast1,Texture,MottleSizeText2,MottleSizePercent2,MottleSize2,MottleAbundanceText2,MottleAbundancePercent2,MottleAbundance2,MottleSharpnessText2,MottleSharpnessPercent2,MottleSharpness2,MottleContrast2
25,50.0,2,10YR53,5YR33,0,1,Clear,2-5 cm,C 2-5 cm,0.17929999530315,5.5029997825623,0.069470964372158,0.62344211339951,96.0,Silty Clay Loam,0660NN,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.2132999897003,5.7510385513306,4.7663660049438,Angular,Angular blocky,7.0,57.0,36.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.6599999666214,,0.079999998211861,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Clayey,Medium,6-20mm,M 6-20mm,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Distinct
50,80.0,3,5YR58,5Y72,0,1,Gradual,5-15 cm,G 5-15 cm,0.10199999809265,5.1599998474121,0.07623428106308,0.5475857257843,45.0,Silty Clay Loam,0660NN,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.28470000624657,4.9148998260498,1.5081090927124,Angular,Angular blocky,9.0,57.0,34.0,Non-plastic,No wire is formable,Moderate,Fine to medium,5-20mm,FM 5-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.48429998755455,,0.079999998211861,Shale,Abundant,> 40 %,A > 40 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Clayey,,,,,,,,,,
80,120.0,4,5YR58,5BG51,0,1,,,,0.1042999997735,5.0570001602173,0.098902799189091,0.48431286215782,25.0,Silty Clay Loam,0660NN,,,Abundant,40-80 %,A 40-80 %,2-6 mm,Fine gravels,F 2-6 mm,0.18670000135899,4.9978203773499,0.5675922036171,Angular,Angular blocky,12.0,50.0,38.0,Non-plastic,No wire is formable,Strong,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,,,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.31999999284744,,0.079999998211861,Siliceous stones,Many,15-40 %,M 15-40 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Clayey,Fine,2-6mm,F 2-6mm,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Faint
0,18.0,1,10YR42,,1,0,Clear,2-5 cm,C 2-5 cm,0.55000001192093,5.9000000953674,,,80.0,,0660NT,Smooth,Nearly plane surface,,,,,,,7.0,23.200000762939,,,Granular,59.0,27.0,14.0,,,Weak,Fine,1-2mm,FI 1-2mm,,,,Many,> 200,M > 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,43.0,2,25Y62,10YR56,0,0,Gradual,5-15 cm,G 5-15 cm,,7.3000001907349,,,82.0,,0660NT,Smooth,Nearly plane surface,,,,,,,0.80000001192093,10.199999809265,,,Mas 2 Sgrain ,54.0,27.0,18.0,,,,,,,,,,Few,20-50,F 20-50,,,,,,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Coarse,> 20mm,A >20mm,Prominent,,,,,,,,,,,
43,89.0,3,5Y51,10YR56,0,0,Gradual,5-15 cm,G 5-15 cm,,8.1000003814697,,,100.0,,0660NT,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.30000001192093,6.6999998092651,,,,58.0,27.0,15.0,,,,,,,,,,Few,20-50,F 20-50,2-5 %,Visible,,,,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Coarse,> 20mm,A >20mm,Prominent,,,,,,,,,,,
89,,4,5Y51,,0,0,,,,,8.1999998092651,,,100.0,,0660NT,,,Many,15-40 %,M 15-40 %,2-6 cm,Coarse gravels,C 2-6 cm,0.5,4.3000001907349,,,,59.0,25.0,16.0,,,,,,,,,,,,,2-5 %,Visible,,,,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Coarse,> 20mm,A >20mm,Distinct,,,,,,,,,,,
0,10.0,1,10YR33,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.5120000243187,5.6230001449585,0.10572084784508,1.5947749614716,96.0,Loam,0660PU,Smooth,Nearly plane surface,,,,,,,5.793300151825,15.097717285156,12.38217830658,,Sub-angular blocky,44.0,42.0,14.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,6.3966999053955,,0.35120895504951,,,,,,,,,,,,Fine loamy,,,,,,,,,,
10,15.0,2,10YR34,None,0,1,Abrupt,0-2 cm,A 0-2 cm,0.24099999666214,6.143000125885,0.035849776118994,0.72110676765442,100.0,Sandy Loam,0660PU,Smooth,Nearly plane surface,Many,15-40 %,M 15-40 %,2-6 mm,Fine gravels,F 2-6 mm,2.7432999610901,10.020153045654,9.3661804199219,Flat/platy,Sub-angular blocky,64.0,27.0,9.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,3.2300000190735,,0.16694271564484,Shale,,,,,,,,,,,Fine loamy,,,,,,,,,,
15,35.0,3,10YR58,None,0,1,Gradual,5-15 cm,G 5-15 cm,0.1233000010252,6.0469999313354,0.0061046844348311,0.59128427505493,93.0,Sandy Loam,0660PU,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,1.2833000421524,8.0780229568481,6.7804665565491,Angular,Sub-angular blocky,66.0,26.0,8.0,Non-plastic,No wire is formable,Strong,Medium,10-20mm,ME 10-20mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,Strong,Aggregates are clearly visible in situ and there is prominent arrangement of material. When disturbed it breaks into distinct whole aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.1133000850677,,0.12734822928905,Shale,,,,,,,,,,,Fine silty,,,,,,,,,,
35,70.0,4,10YR53,75YR78,0,1,Gradual,5-15 cm,G 5-15 cm,0.040699999779463,6.1529998779297,0.0083367014303803,0.19975666701794,96.0,Sandy Loam,0660PU,Wavy,Pockets less deep than wide,Many,15-40 %,M 15-40 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.3813000023365,3.1357953548431,2.7197892665863,Sub angular,Massive ,57.0,33.0,10.0,Non-plastic,No wire is formable,,,,,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.73669999837875,,0.079999998211861,Shale,Many,15-40 %,M 15-40 %,< 0.5 mm,Sharp,S < 0.5 mm,Coarse,> 20mm,A >20mm,Prominent,Coarse silty,,,,,,,,,,
70,95.0,5,10YR51,10YR53,0,0,,,,0.015300000086427,6.1999998092651,0.014693054370582,0.098493352532387,71.0,Sandy Loam,0660PU,,,Common,5-15 %,C 5-15 %,2-6 mm,Fine gravels,F 2-6 mm,0.15299999713898,2.2034840583801,1.3695738315582,Sub angular,Massive ,56.0,37.0,7.0,Non-plastic,No wire is formable,,,,,,,,,,,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.32030001282692,,0.079999998211861,Shale,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Faint,Coarse silty,,,,,,,,,,
0,20.0,1,10YR32,None,1,1,Abrupt,0-2 cm,A 0-2 cm,0.95800000429153,5.6399998664856,0.32675436139107,1.8491396903992,93.0,Loam,0660RK,Smooth,Nearly plane surface,None,0 %,N 0 %,,,,9.539999961853,27.476371765137,23.21192741394,,Crumbly,47.0,30.0,23.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,10.5,,0.15939885377884,,,,,,,,,,,,Coarse loamy,,,,,,,,,,
20,40.0,2,10YR33,75YR34,0,1,Clear,2-5 cm,C 2-5 cm,0.533999979496,6.1799998283386,0.099467113614082,0.7944478392601,93.0,Loam,0660RK,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,4.9200000762939,26.372020721436,23.418827056885,Sub angular,Angular blocky,46.0,34.0,20.0,Non-plastic,No wire is formable,Moderate,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,5.0999999046326,,0.082000002264977,Siliceous stones,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Faint,Coarse loamy,,,,,,,,,,
40,80.0,3,25Y61,25Y64,0,0,,,,0.027000000700355,8.3100004196167,0.077397577464581,0.13014669716358,100.0,Sandy Loam,0660RK,,,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,0.1330000013113,5.5148820877075,5.6229772567749,Angular,Massive ,58.0,30.0,12.0,Non-plastic,No wire is formable,,,,,,,,,,,2-5 %,Visible,Non-sticky,No soil material adheres to thumb and finger after release of pressure,,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,3.9000000953674,,0.082000002264977,Limestone,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Fine loamy,,,,,,,,,,
3,21.0,2,10YR63,10YR62,0,1,Clear,2-5 cm,C 2-5 cm,0.58200001716614,5.4499998092651,0.64837002754211,1.0572600364685,81.0,Clay,0700BB,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,3.6500000953674,15.729062080383,10.863200187683,Angular,Prm 2 Angblk,8.0,36.0,56.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Medium,20-50mm,ME 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,4.3600001335144,,0.24799600243568,Sandstone,Many,15-40 %,M 15-40 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Faint,Fine loamy,Fine,2-6mm,F 2-6mm,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Prominent
21,38.0,3,10YR54,10YR51,0,1,Clear,2-5 cm,C 2-5 cm,0.37700000405312,6.0100002288818,0.36824399232864,0.88413500785828,83.0,Clay,0700BB,Wavy,Pockets less deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,1.7200000286102,14.117725372314,10.17679977417,Sub angular,Prm 2 Sngblk,4.0,32.0,64.0,Very plastic,Wire formable and can be bent into a ring; deformation by moderately strong to strong force,Moderate,Medium to coarse,20-100mm,MC 20-100mm,Fine,0.5-2 mm,F 0.5-2 mm,Few,20-50,F 20-50,0,No reaction,Very sticky,"Soil material adheres strongly  to thumb and finger after release of pressure, and stretches when fingers are separated",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,2.2799999713898,,0.33000299334526,Sandstone,Abundant,> 40 %,A > 40 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Prominent,Clayey,Fine,2-6mm,F 2-6mm,Many,15-40 %,M 15-40 %,< 0.5 mm,Sharp,S < 0.5 mm,Distinct
38,48.0,4,10YR62,75YR68,0,1,Clear,2-5 cm,C 2-5 cm,0.29100000858307,6.039999961853,0.35407701134682,0.711286008358,89.0,Clay,0700BB,Irregular,Pockets more deep than wide,Few,2-5 %,F 2-5 %,2-6 mm,Fine gravels,F 2-6 mm,0.8870000243187,11.280374526978,8.7440795898438,Sub angular,Prismatic,5.0,35.0,60.0,Very plastic,Wire formable and can be bent into a ring; deformation by moderately strong to strong force,Moderate,Coarse,50-100mm,CO 50-100mm,Very fine,< 0.5 mm,VF < 0.5 mm,Very few,1-20,V 1-20,0,No reaction,Very sticky,"Soil material adheres strongly  to thumb and finger after release of pressure, and stretches when fingers are separated",Moderate,Aggregates are visible in situ and there is a distinct arrangement of material. When disturbed it breaks into a mixture of entire and broken aggregates.,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,1.3400000333786,,0.28648298978806,Shale,Abundant,> 40 %,A > 40 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Clayey,Medium,6-20mm,M 6-20mm,Many,15-40 %,M 15-40 %,0.5-2 mm,Clear,C 0.5-2 mm,Distinct
48,85.0,5,25Y62,10YR66,0,1,Clear,2-5 cm,C 2-5 cm,0.29199999570847,5.6700000762939,0.40528899431229,0.63057202100754,90.0,Clay,0700BB,Wavy,Pockets less deep than wide,Dominant,> 80  %,D > 80  %,2-6 mm,Fine gravels,F 2-6 mm,0.9210000038147,8.765040397644,6.614960193634,Angular,Granular,27.0,23.0,50.0,Very plastic,Wire formable and can be bent into a ring; deformation by moderately strong to strong force,Weak,Very coarse,> 10mm,VC > 10mm,Very fine,< 0.5 mm,VF < 0.5 mm,Very few,1-20,V 1-20,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",Weak,Aggregates barely visible in situ and only weak arrangement of natural surfaces that break when gently disturbed.,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.2799999713898,,0.20069299638271,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Fine loamy,,,,,,,,,,
85,140.0,6,10B41,75YR78,0,0,,,,0.25200000405312,5.1199998855591,0.27797999978065,0.70985597372055,47.0,Clay,0700BB,,,Dominant,> 80  %,D > 80  %,2-6 mm,Fine gravels,F 2-6 mm,0.48699998855591,9.1190576553345,3.1473400592804,Angular,,11.0,35.0,54.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,,,,,,,,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.58899998664856,,0.16546000540257,Shale,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Fine loamy,,,,,,,,,,
0,14.0,1,25Y43,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.38029998540878,5.5430002212524,0.14855054020882,1.0940855741501,83.0,Clay Loam,0700BY,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,2.916699886322,12.455127716064,9.0233182907104,Angular,Sub-angular blocky,23.0,43.0,34.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Fine,5-10mm,FI 5-10mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,3.3166999816895,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,,,,,,,,,,
14,38.0,2,25Y53,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.22300000488758,5.9770002365112,0.10086936503649,0.37315934896469,83.0,Clay Loam,0700BY,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,1.6399999856949,11.113353729248,8.661039352417,Angular,Prismatic,23.0,45.0,32.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Medium,20-50mm,ME 20-50mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,1.8899999856949,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine loamy,Fine,2-6mm,F 2-6mm,Few,2-5 %,F 2-5 %,< 0.5 mm,Sharp,S < 0.5 mm,Distinct
38,69.0,3,5Y53,75YR58,0,1,Gradual,5-15 cm,G 5-15 cm,0.092000000178814,6.3730001449585,0.08794154971838,0.26105150580406,92.0,Clay,0700BY,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,2-6 cm,Coarse gravels,C 2-6 cm,0.34430000185966,10.070633888245,8.8327722549438,Angular,Prismatic,20.0,37.0,43.0,Very plastic,Wire formable and can be bent into a ring; deformation by moderately strong to strong force,Moderate,Medium,20-50mm,ME 20-50mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Very sticky,"Soil material adheres strongly  to thumb and finger after release of pressure, and stretches when fingers are separated",,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.50629997253418,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Medium,6-20mm,M 6-20mm,Prominent,Fine loamy,Medium,6-20mm,M 6-20mm,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Prominent
69,87.0,4,5Y51,5YR58,0,0,Gradual,5-15 cm,G 5-15 cm,0.10700000077486,5.5100002288818,0.11948204785585,1.0533316135406,78.0,Clay,0700BY,Wavy,Pockets less deep than wide,Abundant,40-80 %,A 40-80 %,6mm -2 cm,Medium gravels,M 6mm - 2cm,0.24699999392033,13.029077529907,8.8904371261597,Flat/platy,,21.0,36.0,43.0,,,,,,,,,,,,,0,No reaction,,,,,,,,0.35870000720024,,0.079999998211861,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Prominent,Fine loamy,,,,,,,,,,
87,114.0,5,5Y51,5YR58,0,0,,,,,,,,,,0700BY,,,Dominant,> 80  %,D > 80  %,6-20 cm,Stones,S 6-20 cm,,,,Flat/platy,,,,,,,,,,,,,,,,,0,No reaction,,,,,,,,,,,Shale,Common,5-15 %,C 5-15 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Prominent,,,,,,,,,,,
0,21.0,1,10YR44,5YR46,1,1,Abrupt,0-2 cm,A 0-2 cm,0.57499998807907,5.6669998168945,0.27233484387398,0.61001282930374,90.0,Silty Clay Loam,0700CK,Smooth,Nearly plane surface,Few,2-5 %,F 2-5 %,2-6 cm,Coarse gravels,C 2-6 cm,5.3800001144409,16.411479949951,13.79246711731,Sub angular,Sub-angular blocky,18.0,44.0,38.0,Slightly plastic,Wire formable but breaks immediately if bent into a ring; deformation by slight force,Moderate,Medium,10-20mm,ME 10-20mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,Low,1.20 - 1.40 t m-3,L 1.20 - 1.40 t m-3,6.1433000564575,,0.084642179310322,Sandstone,Common,5-15 %,C 5-15 %,< 0.5 mm,Sharp,S < 0.5 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine silty,,,,,,,,,,
21,40.0,2,25Y52,75YR56,0,1,Clear,2-5 cm,C 2-5 cm,0.12129999697208,6.1999998092651,0.20321434736252,0.23032940924168,94.0,Silt Loam,0700CK,Smooth,Nearly plane surface,Common,5-15 %,C 5-15 %,6-20 cm,Stones,S 6-20 cm,0.43200001120567,5.2034630775452,4.396071434021,Sub angular,Sub-angular blocky,17.0,57.0,26.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Moderate,Coarse,20-50mm,CO 20-50mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.72530001401901,,0.079999998211861,Shale,Many,15-40 %,M 15-40 %,0.5-2 mm,Clear,C 0.5-2 mm,Fine,2-6mm,F 2-6mm,Distinct,Fine silty,Medium,6-20mm,M 6-20mm,Few,2-5 %,F 2-5 %,0.5-2 mm,Clear,C 0.5-2 mm,Distinct
40,93.0,3,5GY51,75YR58,0,1,Gradual,5-15 cm,G 5-15 cm,0.094300001859665,5.1799998283386,0.076661460101604,0.83677929639816,71.0,Silty Clay Loam,0700CK,Wavy,Pockets less deep than wide,Common,5-15 %,C 5-15 %,20-60 cm,Boulders,B 20-60 cm,0.20129999518394,5.0065002441406,2.6124951839447,Angular,Angular blocky,8.0,58.0,34.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Strong,Medium,10-20mm,ME 10-20mm,Very fine,< 0.5 mm,VF < 0.5 mm,,,,0,No reaction,Slightly sticky,"Soil material adheres to thumb and finger after release of pressure, but it is easily removed.",,,High,1.60 - 1.75 t m-3,H 1.60 -1.75 t m-3,0.35469999909401,,0.043211929500103,Shale,Many,15-40 %,M 15-40 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Prominent,Clayey,,,,,,,,,,
93,125.0,4,5Y51,10YR56,0,0,,,,0.066299997270107,5.856999874115,0.23055958747864,2.0328710079193,79.0,Clay Loam,0700CK,,,Many,15-40 %,M 15-40 %,6-20 cm,Stones,S 6-20 cm,0.21670000255108,10.189635276794,5.7498903274536,Angular,Sub-angular blocky,24.0,41.0,35.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Weak,Coarse,20-50mm,CO 20-50mm,,,,,,,0,No reaction,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,Medium,1.40 - 1.60 t m-3,M 1.40 - 1.60 t m-3,0.34900000691414,,0.079999998211861,Shale,Abundant,> 40 %,A > 40 %,0.5-2 mm,Clear,C 0.5-2 mm,Medium,6-20mm,M 6-20mm,Distinct,Clayey,Medium,6-20mm,M 6-20mm,Abundant,> 40 %,A > 40 %,0.5-2 mm,Clear,C 0.5-2 mm,Distinct
0,9.0,1,10YR42,75YR56,0,0,Clear,2-5 cm,C 2-5 cm,0.70999997854233,5.6999998092651,,,0.0,,0700DK,Wavy,Pockets less deep than wide,,,,,,,7.9000000953674,33.599998474121,,,Sub-angular blocky,10.0,45.0,45.0,,,Weak,Fine,5-10mm,FI 5-10mm,Fine,0.5-2 mm,F 0.5-2 mm,Many,> 200,M > 200,,,,,,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Medium,6-20mm,M 6-20mm,Prominent,,,,,,,,,,,
9,27.0,2,N50,75YR56,0,0,Abrupt,0-2 cm,A 0-2 cm,0.28000000119209,5.3000001907349,,,0.0,,0700DK,Smooth,Nearly plane surface,,,,,,,1.7999999523163,21.799999237061,,,Sub-angular blocky,27.0,34.0,39.0,,,Weak,Coarse,20-50mm,CO 20-50mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,,,,,,,,,,,,Common,5-15 %,C 5-15 %,,,,Fine,2-6mm,F 2-6mm,Distinct,,,,,,,,,,,
27,50.0,3,N50,5YR58,0,0,Gradual,5-15 cm,G 5-15 cm,0.18000000715256,5.5999999046326,,,0.0,,0700DK,Smooth,Nearly plane surface,,,,,,,1.1000000238419,19.799999237061,,,Prismatic,12.0,38.0,50.0,Plastic,Wire formable but breaks if bent into a ring; deformation by slight to moderate force,Weak,Coarse,50-100mm,CO 50-100mm,Fine,0.5-2 mm,F 0.5-2 mm,Common,50-200,C 50-200,,,Sticky,"Soil material adheres to thumb and finger after release of pressure, and tends to stretch and pull apart rather than coming away from each digit",,,,,,,,,,Many,15-40 %,M 15-40 %,,,,Medium,6-20mm,M 6-20mm,Prominent,,,,,,,,,,,
